         11663802 function calls (11653632 primitive calls) in 8.212 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 tokenize.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:157(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:159(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:162(Untokenizer)
        1    0.000    0.000    0.000    0.000 tokenize.py:295(detect_encoding)
        2    0.000    0.000    0.000    0.000 tokenize.py:319(read_or_stop)
        2    0.000    0.000    0.000    0.000 tokenize.py:325(find_cookie)
        1    0.000    0.000    0.000    0.000 tokenize.py:388(open)
        1    0.000    0.000    0.000    0.000 tokenize.py:45(TokenInfo)
       19    0.000    0.000    0.000    0.000 tokenize.py:58(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:59(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:60(maybe)
        3    0.000    0.000    0.000    0.000 tokenize.py:83(_all_string_prefixes)
       24    0.000    0.000    0.000    0.000 tokenize.py:94(<listcomp>)
        1    0.000    0.000    0.003    0.003 traceback.py:1(<module>)
       26    0.000    0.000    0.003    0.000 traceback.py:200(extract_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
       78    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
       26    0.000    0.000    0.000    0.000 traceback.py:272(__getitem__)
      104    0.000    0.000    0.001    0.000 traceback.py:285(line)
      104    0.000    0.000    0.000    0.000 traceback.py:292(walk_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:318(StackSummary)
       26    0.000    0.000    0.003    0.000 traceback.py:321(extract)
        1    0.000    0.000    0.000    0.000 traceback.py:440(TracebackException)
        1    0.000    0.000    0.000    0.000 tracing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tracing.py:10(TLS)
        1    0.000    0.000    0.000    0.000 tracing.py:12(__init__)
        3    0.000    0.000    0.000    0.000 transforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:10(PassManagerBuilder)
        3    0.000    0.000    0.000    0.000 transforms.py:101(_dispose)
        3    0.000    0.000    0.000    0.000 transforms.py:13(__init__)
        3    0.000    0.000    0.000    0.000 transforms.py:25(opt_level)
        1    0.000    0.000    0.000    0.000 transforms.py:36(CallVisitor)
        1    0.000    0.000    0.000    0.000 transforms.py:4(Visitor)
        1    0.000    0.000    0.000    0.000 transforms.py:45(ReplaceCalls)
        3    0.000    0.000    0.000    0.000 transforms.py:48(inlining_threshold)
        3    0.000    0.000    0.000    0.000 transforms.py:6(create_pass_manager_builder)
        3    0.000    0.000    0.000    0.000 transforms.py:71(loop_vectorize)
        3    0.000    0.000    0.000    0.000 transforms.py:83(slp_vectorize)
        2    0.000    0.000    0.002    0.001 transforms.py:87(_populate_module_pm)
        1    0.000    0.000    0.000    0.000 transforms.py:90(_populate_function_pm)
        3    0.000    0.000    0.002    0.001 transforms.py:93(populate)
        1    0.000    0.000    0.000    0.000 transports.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transports.py:142(Transport)
        1    0.000    0.000    0.000    0.000 transports.py:166(DatagramTransport)
        1    0.000    0.000    0.000    0.000 transports.py:191(SubprocessTransport)
        1    0.000    0.000    0.000    0.000 transports.py:245(_FlowControlMixin)
        1    0.000    0.000    0.000    0.000 transports.py:46(ReadTransport)
        1    0.000    0.000    0.000    0.000 transports.py:72(WriteTransport)
        1    0.000    0.000    0.000    0.000 transports.py:9(BaseTransport)
        1    0.000    0.000    0.000    0.000 trsock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trsock.py:5(TransportSocket)
        1    0.000    0.000    0.000    0.000 tuple.py:1(<module>)
        1    0.000    0.000    0.001    0.001 twodim_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 type_annotations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 type_annotations.py:16(SourceLines)
        1    0.000    0.000    0.000    0.000 type_annotations.py:45(TypeAnnotation)
        1    0.000    0.000    0.002    0.002 type_check.py:1(<module>)
        1    0.000    0.000    0.001    0.001 typeconv.py:1(<module>)
        9    0.000    0.000    0.010    0.001 typeconv.py:106(safe_unsafe)
        2    0.000    0.000    0.003    0.002 typeconv.py:113(unsafe_unsafe)
      176    0.000    0.000    0.001    0.000 typeconv.py:120(_cb_update)
        1    0.000    0.000    0.000    0.000 typeconv.py:23(TypeManager)
        1    0.000    0.000    0.000    0.000 typeconv.py:32(__init__)
      176    0.000    0.000    0.001    0.000 typeconv.py:52(set_compatible)
       14    0.000    0.000    0.000    0.000 typeconv.py:60(set_promote)
      119    0.000    0.000    0.000    0.000 typeconv.py:63(set_unsafe_convert)
       43    0.000    0.000    0.000    0.000 typeconv.py:66(set_safe_convert)
       38    0.000    0.000    0.000    0.000 typeconv.py:69(get_pointer)
        1    0.000    0.000    0.000    0.000 typeconv.py:73(TypeCastingRules)
        1    0.000    0.000    0.000    0.000 typeconv.py:77(__init__)
        8    0.000    0.000    0.001    0.000 typeconv.py:81(promote)
        8    0.000    0.000    0.003    0.000 typeconv.py:87(unsafe)
        2    0.000    0.000    0.000    0.000 typeconv.py:93(safe)
        8    0.000    0.000    0.005    0.001 typeconv.py:99(promote_unsafe)
        1    0.000    0.000    0.003    0.003 typed_passes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typed_passes.py:163(NopythonTypeInference)
        1    0.000    0.000    0.000    0.000 typed_passes.py:168(PartialTypeInference)
        1    0.000    0.000    0.000    0.000 typed_passes.py:174(AnnotateTypes)
        1    0.000    0.000    0.000    0.000 typed_passes.py:178(__init__)
        1    0.000    0.000    0.000    0.000 typed_passes.py:212(NopythonRewrites)
        1    0.000    0.000    0.000    0.000 typed_passes.py:216(__init__)
        1    0.000    0.000    0.000    0.000 typed_passes.py:245(PreParforPass)
        1    0.000    0.000    0.000    0.000 typed_passes.py:250(__init__)
        1    0.000    0.000    0.000    0.000 typed_passes.py:280(ParforPass)
        1    0.000    0.000    0.000    0.000 typed_passes.py:285(__init__)
        1    0.000    0.000    0.000    0.000 typed_passes.py:334(DumpParforDiagnostics)
        1    0.000    0.000    0.000    0.000 typed_passes.py:339(__init__)
        1    0.000    0.000    0.000    0.000 typed_passes.py:352(NativeLowering)
        1    0.000    0.000    0.000    0.000 typed_passes.py:357(__init__)
        1    0.000    0.000    0.000    0.000 typed_passes.py:427(IRLegalization)
        1    0.000    0.000    0.000    0.000 typed_passes.py:432(__init__)
        1    0.000    0.000    0.000    0.000 typed_passes.py:443(NoPythonBackend)
        1    0.000    0.000    0.000    0.000 typed_passes.py:448(__init__)
        1    0.000    0.000    0.000    0.000 typed_passes.py:487(InlineOverloads)
        1    0.000    0.000    0.000    0.000 typed_passes.py:500(__init__)
        1    0.000    0.000    0.000    0.000 typed_passes.py:742(DeadCodeElimination)
        1    0.000    0.000    0.000    0.000 typed_passes.py:750(__init__)
        1    0.000    0.000    0.000    0.000 typed_passes.py:758(PreLowerStripPhis)
        1    0.000    0.000    0.000    0.000 typed_passes.py:769(__init__)
        1    0.000    0.000    0.000    0.000 typed_passes.py:91(BaseTypeInference)
        2    0.000    0.000    0.000    0.000 typed_passes.py:94(__init__)
        1    0.000    0.000    0.059    0.059 typeddict.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typeddict.py:82(Dict)
        1    0.000    0.000    0.009    0.009 typedlist.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typedlist.py:194(List)
        1    0.000    0.000    0.000    0.000 typedlist.py:39(_Sequence)
        1    0.000    0.000    0.000    0.000 typedobjectutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typeinfer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typeinfer.py:129(ConstraintNetwork)
        1    0.000    0.000    0.000    0.000 typeinfer.py:1715(NullDebug)
        1    0.000    0.000    0.000    0.000 typeinfer.py:1727(TypeInferDebug)
        1    0.000    0.000    0.000    0.000 typeinfer.py:177(Propagate)
        1    0.000    0.000    0.000    0.000 typeinfer.py:201(ArgConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:224(BuildTupleConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:244(_BuildContainerConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:269(BuildListConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:304(BuildSetConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:308(BuildMapConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:34(NOTSET)
        1    0.000    0.000    0.000    0.000 typeinfer.py:373(ExhaustIterConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:407(PairFirstConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:42(TypeVar)
        1    0.000    0.000    0.000    0.000 typeinfer.py:425(PairSecondConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:442(StaticGetItemConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:476(TypedGetItemConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:544(CallConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:683(IntrinsicCallConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:692(GetAttrConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:728(SetItemRefinement)
        1    0.000    0.000    0.000    0.000 typeinfer.py:754(SetItemConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:783(StaticSetItemConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:815(DelItemConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:840(SetAttrConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:868(PrintConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:892(TypeVarMap)
        1    0.000    0.000    0.000    0.000 typeinfer.py:940(TypeInferer)
        1    0.000    0.000    0.007    0.007 typeof.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typeof.py:106(_typeof_bool)
        1    0.000    0.000    0.000    0.000 typeof.py:111(_typeof_float)
        1    0.000    0.000    0.000    0.000 typeof.py:116(_typeof_complex)
        1    0.000    0.000    0.000    0.000 typeof.py:121(_typeof_int)
        1    0.000    0.000    0.000    0.000 typeof.py:144(_typeof_str)
        1    0.000    0.000    0.000    0.000 typeof.py:15(Purpose)
        1    0.000    0.000    0.000    0.000 typeof.py:154(_typeof_none)
        6    0.000    0.000    0.000    0.000 typeof.py:25(typeof)
        1    0.000    0.000    0.001    0.001 types.py:1(<module>)
        1    0.000    0.000    0.000    0.000 types.py:100(LabelType)
        6    0.000    0.000    0.000    0.000 types.py:105(_to_string)
        1    0.000    0.000    0.000    0.000 types.py:109(PointerType)
       28    0.000    0.000    0.000    0.000 types.py:116(__init__)
    17/14    0.000    0.000    0.000    0.000 types.py:121(_to_string)
     11/9    0.000    0.000    0.000    0.000 types.py:127(__eq__)
        1    0.000    0.000    0.000    0.000 types.py:137(gep)
        1    0.000    0.000    0.000    0.000 types.py:14(Type)
        1    0.000    0.000    0.000    0.000 types.py:150(VoidType)
        2    0.000    0.000    0.000    0.000 types.py:155(_to_string)
        1    0.000    0.000    0.000    0.000 types.py:165(FunctionType)
        7    0.000    0.000    0.000    0.000 types.py:170(__init__)
       76    0.000    0.000    0.000    0.000 types.py:171(__get__)
        1    0.000    0.000    0.000    0.000 types.py:198(IntType)
       34    0.000    0.000    0.000    0.000 types.py:205(__new__)
        4    0.000    0.000    0.000    0.000 types.py:215(__new)
        4    0.000    0.000    0.000    0.000 types.py:228(_to_string)
       13    0.000    0.000    0.000    0.000 types.py:231(__eq__)
       17    0.000    0.000    0.000    0.000 types.py:240(format_constant)
        3    0.000    0.000    0.000    0.000 types.py:244(coroutine)
       25    0.000    0.000    0.000    0.000 types.py:246(wrap_constant_value)
       22    0.000    0.000    0.000    0.000 types.py:27(as_pointer)
        1    0.000    0.000    0.000    0.000 types.py:289(_BaseFloatType)
        1    0.000    0.000    0.000    0.000 types.py:291(__new__)
       12    0.000    0.000    0.000    0.000 types.py:30(__ne__)
        3    0.000    0.000    0.000    0.000 types.py:300(_create_instance)
        1    0.000    0.000    0.000    0.000 types.py:305(HalfType)
        1    0.000    0.000    0.000    0.000 types.py:319(FloatType)
        1    0.000    0.000    0.000    0.000 types.py:333(DoubleType)
        1    0.000    0.000    0.000    0.000 types.py:351(_Repeat)
        1    0.000    0.000    0.000    0.000 types.py:366(VectorType)
        1    0.000    0.000    0.000    0.000 types.py:417(Aggregate)
        3    0.000    0.000    0.000    0.000 types.py:423(wrap_constant_value)
        1    0.000    0.000    0.000    0.000 types.py:431(<listcomp>)
        1    0.000    0.000    0.000    0.000 types.py:435(ArrayType)
        3    0.000    0.000    0.000    0.000 types.py:440(__init__)
        2    0.000    0.000    0.000    0.000 types.py:451(_to_string)
        2    0.000    0.000    0.000    0.000 types.py:454(__eq__)
        1    0.000    0.000    0.000    0.000 types.py:475(BaseStructType)
        5    0.000    0.000    0.000    0.000 types.py:481(packed)
        4    0.000    0.000    0.000    0.000 types.py:489(packed)
        1    0.000    0.000    0.000    0.000 types.py:493(__len__)
        4    0.000    0.000    0.000    0.000 types.py:505(structure_repr)
        4    0.000    0.000    0.000    0.000 types.py:509(<listcomp>)
        1    0.000    0.000    0.000    0.000 types.py:512(format_constant)
        1    0.000    0.000    0.000    0.000 types.py:513(<listcomp>)
        1    0.000    0.000    0.000    0.000 types.py:518(gep)
        5    0.000    0.000    0.000    0.000 types.py:529(_wrap_packed)
        1    0.000    0.000    0.000    0.000 types.py:539(LiteralStructType)
        4    0.000    0.000    0.000    0.000 types.py:547(__init__)
        4    0.000    0.000    0.000    0.000 types.py:555(_to_string)
        2    0.000    0.000    0.000    0.000 types.py:558(__eq__)
        1    0.000    0.000    0.000    0.000 types.py:566(IdentifiedStructType)
        4    0.000    0.000    0.000    0.000 types.py:70(wrap_constant_value)
       12    0.000    0.000    0.000    0.000 types.py:77(__call__)
        1    0.000    0.000    0.000    0.000 types.py:85(MetaDataType)
        1    0.000    0.000    0.002    0.002 typing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:1006(_ProtocolMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1026(Protocol)
        8    0.000    0.000    0.000    0.000 typing.py:1060(__init_subclass__)
       16    0.000    0.000    0.000    0.000 typing.py:1065(<genexpr>)
        7    0.000    0.000    0.000    0.000 typing.py:1124(runtime_checkable)
       40    0.000    0.000    0.000    0.000 typing.py:120(_type_check)
        4    0.000    0.000    0.000    0.000 typing.py:1362(overload)
       38    0.000    0.000    0.001    0.000 typing.py:1435(_alias)
        1    0.000    0.000    0.000    0.000 typing.py:1521(SupportsInt)
        1    0.000    0.000    0.000    0.000 typing.py:1531(SupportsFloat)
        1    0.000    0.000    0.000    0.000 typing.py:1541(SupportsComplex)
        1    0.000    0.000    0.000    0.000 typing.py:1551(SupportsBytes)
        1    0.000    0.000    0.000    0.000 typing.py:1561(SupportsIndex)
        1    0.000    0.000    0.000    0.000 typing.py:1571(SupportsAbs)
        1    0.000    0.000    0.000    0.000 typing.py:1581(SupportsRound)
        1    0.000    0.000    0.000    0.000 typing.py:1613(NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1615(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:1644(NamedTuple)
       69    0.000    0.000    0.000    0.000 typing.py:172(_collect_type_vars)
        1    0.000    0.000    0.000    0.000 typing.py:1734(_TypedDictMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1735(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:1749(<dictcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:1760(TypedDict)
       12    0.000    0.000    0.000    0.000 typing.py:183(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:1838(IO)
        7    0.000    0.000    0.000    0.000 typing.py:187(_subs_tvars)
        1    0.000    0.000    0.000    0.000 typing.py:1937(BinaryIO)
        1    0.000    0.000    0.000    0.000 typing.py:1951(TextIO)
        1    0.000    0.000    0.000    0.000 typing.py:1986(io)
        1    0.000    0.000    0.000    0.000 typing.py:2001(re)
        9    0.000    0.000    0.000    0.000 typing.py:206(_check_generic)
        7    0.000    0.000    0.000    0.000 typing.py:219(_remove_dups_flatten)
        4    0.000    0.000    0.000    0.000 typing.py:248(_tp_cache)
    30/26    0.000    0.000    0.001    0.000 typing.py:255(inner)
        1    0.000    0.000    0.000    0.000 typing.py:281(_Final)
        5    0.000    0.000    0.000    0.000 typing.py:286(__init_subclass__)
        1    0.000    0.000    0.000    0.000 typing.py:290(_Immutable)
        1    0.000    0.000    0.000    0.000 typing.py:300(_SpecialForm)
        7    0.000    0.000    0.000    0.000 typing.py:307(__new__)
        7    0.000    0.000    0.000    0.000 typing.py:320(__init__)
       18    0.000    0.000    0.000    0.000 typing.py:324(__eq__)
       17    0.000    0.000    0.000    0.000 typing.py:329(__hash__)
     11/7    0.000    0.000    0.000    0.000 typing.py:347(__getitem__)
       21    0.000    0.000    0.000    0.000 typing.py:358(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:489(ForwardRef)
        3    0.000    0.000    0.000    0.000 typing.py:496(__init__)
        3    0.000    0.000    0.000    0.000 typing.py:532(__hash__)
        1    0.000    0.000    0.000    0.000 typing.py:539(TypeVar)
       11    0.000    0.000    0.000    0.000 typing.py:586(__init__)
       13    0.000    0.000    0.000    0.000 typing.py:598(<genexpr>)
      450    0.000    0.000    0.000    0.000 typing.py:646(_is_dunder)
        1    0.000    0.000    0.000    0.000 typing.py:650(_GenericAlias)
       62    0.000    0.000    0.001    0.000 typing.py:659(__init__)
      142    0.000    0.000    0.000    0.000 typing.py:669(<genexpr>)
        7    0.000    0.000    0.000    0.000 typing.py:677(__getitem__)
       16    0.000    0.000    0.000    0.000 typing.py:685(<genexpr>)
        9    0.000    0.000    0.000    0.000 typing.py:689(copy_with)
       22    0.000    0.000    0.000    0.000 typing.py:711(__eq__)
    18/16    0.000    0.000    0.000    0.000 typing.py:720(__hash__)
        7    0.000    0.000    0.000    0.000 typing.py:736(__mro_entries__)
      450    0.000    0.000    0.001    0.000 typing.py:762(__setattr__)
        1    0.000    0.000    0.000    0.000 typing.py:798(_VariadicGenericAlias)
        2    0.000    0.000    0.000    0.000 typing.py:802(__getitem__)
        2    0.000    0.000    0.000    0.000 typing.py:818(__getitem_inner__)
        4    0.000    0.000    0.000    0.000 typing.py:830(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:839(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:845(Generic)
        6    0.000    0.000    0.000    0.000 typing.py:878(__class_getitem__)
       12    0.000    0.000    0.000    0.000 typing.py:886(<genexpr>)
        8    0.000    0.000    0.000    0.000 typing.py:889(<genexpr>)
       13    0.000    0.000    0.000    0.000 typing.py:900(__init_subclass__)
        1    0.000    0.000    0.000    0.000 typing.py:936(_TypingEmpty)
        1    0.000    0.000    0.000    0.000 typing.py:943(_TypingEllipsis)
        1    0.000    0.000    0.000    0.000 ufuncbuilder.py:20(UFuncTargetOptions)
        1    0.000    0.000    0.000    0.000 ufuncbuilder.py:205(_BaseUFuncBuilder)
        1    0.000    0.000    0.000    0.000 ufuncbuilder.py:226(UFuncBuilder)
        1    0.000    0.000    0.000    0.000 ufuncbuilder.py:289(GUFuncBuilder)
        1    0.000    0.000    0.000    0.000 ufuncbuilder.py:29(UFuncTarget)
        1    0.000    0.000    0.001    0.001 ufuncbuilder.py:3(<module>)
        1    0.000    0.000    0.000    0.000 ufuncbuilder.py:44(UFuncDispatcher)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:41(_fix_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:58(_fix_and_maybe_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        1    0.000    0.000    0.010    0.010 unicode.py:1(<module>)
        2    0.000    0.000    0.000    0.000 unicode.py:1029(generate_rsplit_whitespace_impl)
        2    0.000    0.000    0.000    0.000 unicode.py:1200(gen_unicode_Xjust)
        2    0.000    0.000    0.000    0.000 unicode.py:1245(generate_splitlines_func)
        2    0.000    0.000    0.000    0.000 unicode.py:1818(gen_isAlX)
        2    0.000    0.000    0.000    0.000 unicode.py:1863(_is_upper)
        5    0.000    0.000    0.000    0.000 unicode.py:2006(gen_isX)
        2    0.000    0.000    0.000    0.000 unicode.py:2113(_gen_unicode_upper_or_lower)
        2    0.000    0.000    0.000    0.000 unicode.py:2136(_gen_ascii_upper_or_lower)
        2    0.000    0.000    0.000    0.000 unicode.py:579(generate_finder)
        1    0.000    0.000    0.000    0.000 unicode.py:75(UnicodeModel)
        1    0.000    0.000    0.000    0.000 unicode.py:98(UnicodeIteratorModel)
        1    0.000    0.000    0.002    0.002 unicode_support.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unicode_support.py:378(_PY_CTF)
        1    0.000    0.000    0.000    0.000 unicode_support.py:58(_PyUnicode_TyperecordMasks)
        1    0.000    0.000    0.000    0.000 unicode_support.py:606(_PY_CTF_LB)
        1    0.000    0.000    0.001    0.001 untyped_passes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:111(IRProcessing)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:115(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1256(IterLoopCanonicalization)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1270(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:133(RewriteSemanticConstants)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:137(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1425(LiteralUnroll)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1430(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1475(SimplifyCFG)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1480(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1491(ReconstructSSA)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1499(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:155(DeadBranchPrune)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:159(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:185(InlineClosureLikes)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:189(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:218(GenericRewrites)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:222(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:239(WithLifting)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:243(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:268(InlineInlinables)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:282(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:400(PreserveIR)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:408(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:416(FindLiterallyCalls)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:423(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:431(CanonicalizeLoopExit)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:437(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:468(CanonicalizeLoopEntry)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:476(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:52(ExtractByteCode)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:543(PrintIRCFG)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:547(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:558(MakeFunctionToJitFunction)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:56(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:567(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:613(TransformLiteralUnrollConstListToTuple)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:622(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:72(TranslateByteCode)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:737(MixedContainerUnroller)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:745(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:76(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:91(FixupArgs)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:95(__init__)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        3    0.000    0.000    0.001    0.000 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:133(_get_indent)
        1    0.000    0.000    0.000    0.000 utils.py:147(deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:176(<lambda>)
        1    0.000    0.000    0.000    0.000 utils.py:180(ConfigOptions)
        1    0.000    0.000    0.000    0.000 utils.py:183(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:186(set)
        1    0.000    0.000    0.000    0.000 utils.py:202(__setattr__)
        1    0.000    0.000    0.000    0.000 utils.py:230(SortedMap)
        1    0.000    0.000    0.000    0.000 utils.py:252(UniqueDict)
       44    0.000    0.000    0.000    0.000 utils.py:253(__setitem__)
        1    0.000    0.000    0.000    0.000 utils.py:262(cached_property)
       31    0.000    0.000    0.000    0.000 utils.py:270(__init__)
      3/2    0.000    0.000    0.042    0.021 utils.py:274(__get__)
        2    0.000    0.000    0.000    0.000 utils.py:281(runonce)
        2    0.000    0.000    0.003    0.001 utils.py:282(inner)
        1    0.000    0.000    0.000    0.000 utils.py:294(bit_length)
        1    0.000    0.000    0.000    0.000 utils.py:324(BenchmarkResult)
        1    0.000    0.000    0.002    0.002 utils.py:5(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:504(_RedirectSubpackage)
        1    0.000    0.000    0.000    0.000 utils.py:52(_set_function_name)
        1    0.000    0.000    0.000    0.000 utils.py:57(_Deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:69(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:74(__call__)
        1    0.000    0.000    0.000    0.000 utils.py:8(get_library_name)
        1    0.000    0.000    0.001    0.001 uuid.py:1(<module>)
        5    0.000    0.000    0.000    0.000 uuid.py:132(__init__)
        1    0.000    0.000    0.000    0.000 uuid.py:273(__str__)
        1    0.000    0.000    0.000    0.000 uuid.py:72(SafeUUID)
        1    0.000    0.000    0.000    0.000 uuid.py:78(UUID)
        1    0.000    0.000    0.000    0.000 uuid.py:780(uuid4)
        1    0.000    0.000    0.001    0.001 value.py:1(<module>)
       27    0.000    0.000    0.000    0.000 value.py:119(is_global)
       24    0.000    0.000    0.000    0.000 value.py:123(is_function)
       32    0.000    0.000    0.000    0.000 value.py:143(name)
       27    0.000    0.000    0.000    0.000 value.py:206(is_declaration)
        1    0.000    0.000    0.000    0.000 value.py:30(Visibility)
        1    0.000    0.000    0.000    0.000 value.py:303(_ValueIterator)
        1    0.000    0.000    0.000    0.000 value.py:329(_AttributeIterator)
        1    0.000    0.000    0.000    0.000 value.py:344(_AttributeListIterator)
        1    0.000    0.000    0.000    0.000 value.py:353(_AttributeSetIterator)
        1    0.000    0.000    0.000    0.000 value.py:362(_BlocksIterator)
        1    0.000    0.000    0.000    0.000 value.py:373(_ArgumentsIterator)
        1    0.000    0.000    0.000    0.000 value.py:38(StorageClass)
        1    0.000    0.000    0.000    0.000 value.py:384(_InstructionsIterator)
        1    0.000    0.000    0.000    0.000 value.py:395(_OperandsIterator)
        1    0.000    0.000    0.000    0.000 value.py:46(TypeRef)
