         11663802 function calls (11653632 primitive calls) in 8.212 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 builtins.py:885(Max)
        1    0.000    0.000    0.000    0.000 builtins.py:890(Min)
        1    0.000    0.000    0.000    0.000 builtins.py:895(Round)
        1    0.000    0.000    0.000    0.000 builtins.py:908(Bool)
        1    0.000    0.000    0.000    0.000 builtins.py:91(GetIter)
        1    0.000    0.000    0.000    0.000 builtins.py:922(Int)
        1    0.000    0.000    0.000    0.000 builtins.py:936(Float)
        1    0.000    0.000    0.000    0.000 builtins.py:957(Complex)
        1    0.000    0.000    0.000    0.000 builtins.py:985(Enumerate)
        1    0.000    0.000    0.000    0.000 bytecode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bytecode.py:163(ByteCodeIter)
        1    0.000    0.000    0.000    0.000 bytecode.py:189(ByteCode)
        1    0.000    0.000    0.000    0.000 bytecode.py:291(FunctionIdentity)
       38    0.000    0.000    0.000    0.000 bytecode.py:35(get_code_object)
        1    0.000    0.000    0.000    0.000 bytecode.py:40(_as_opcodes)
        1    0.000    0.000    0.000    0.000 bytecode.py:57(ByteCodeInst)
        1    0.000    0.000    0.000    0.000 byteflow.py:1(<module>)
        1    0.000    0.000    0.000    0.000 byteflow.py:1093(State)
        1    0.000    0.000    0.000    0.000 byteflow.py:1376(AdaptDFA)
        1    0.000    0.000    0.000    0.000 byteflow.py:1415(AdaptCFA)
        1    0.000    0.000    0.000    0.000 byteflow.py:1457(AdaptCFBlock)
        1    0.000    0.000    0.000    0.000 byteflow.py:249(TraceRunner)
        1    0.000    0.000    0.000    0.000 byteflow.py:26(BlockKind)
        1    0.000    0.000    0.000    0.000 byteflow.py:59(_lazy_pformat)
        1    0.000    0.000    0.000    0.000 byteflow.py:68(Flow)
        1    0.000    0.000    0.000    0.000 bytes.py:1(<module>)
        1    0.000    0.000    0.002    0.002 bz2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bz2.py:30(BZ2File)
        1    0.000    0.000    0.000    0.000 cProfile.py:27(Profile)
        1    0.000    0.000    0.000    0.000 cProfile.py:3(<module>)
        1    0.000    0.000    0.001    0.001 caching.py:1(<module>)
        1    0.000    0.000    0.000    0.000 caching.py:111(_CacheLocator)
        1    0.000    0.000    0.000    0.000 caching.py:168(_SourceFileBackedLocatorMixin)
        1    0.000    0.000    0.000    0.000 caching.py:200(_UserProvidedCacheLocator)
        1    0.000    0.000    0.000    0.000 caching.py:222(_InTreeCacheLocator)
        1    0.000    0.000    0.000    0.000 caching.py:237(_UserWideCacheLocator)
        1    0.000    0.000    0.000    0.000 caching.py:269(_IPythonCacheLocator)
        1    0.000    0.000    0.000    0.000 caching.py:321(_CacheImpl)
        1    0.000    0.000    0.000    0.000 caching.py:390(CompileResultCacheImpl)
        1    0.000    0.000    0.000    0.000 caching.py:426(CodeLibraryCacheImpl)
        1    0.000    0.000    0.000    0.000 caching.py:457(IndexDataCacheFile)
        1    0.000    0.000    0.000    0.000 caching.py:49(_Cache)
        1    0.000    0.000    0.000    0.000 caching.py:582(Cache)
        1    0.000    0.000    0.000    0.000 caching.py:706(FunctionCache)
        1    0.000    0.000    0.000    0.000 caching.py:717(make_library_cache)
        1    0.000    0.000    0.000    0.000 caching.py:727(CustomCodeLibraryCacheImpl)
        1    0.000    0.000    0.000    0.000 caching.py:730(LibraryCache)
        1    0.000    0.000    0.000    0.000 caching.py:90(NullCache)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
        1    0.000    0.000    0.000    0.000 calendar.py:154(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:160(setfirstweekday)
        1    0.000    0.000    0.000    0.000 calendar.py:24(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:293(TextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:31(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 calendar.py:410(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        1    0.000    0.000    0.000    0.000 calendar.py:546(different_locale)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:558(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:589(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        2    0.000    0.000    0.000    0.000 calendar.py:74(__init__)
        1    0.000    0.000    0.031    0.031 callconv.py:1(<module>)
        1    0.000    0.000    0.000    0.000 callconv.py:155(_get_arg_packer)
        1    0.000    0.000    0.000    0.000 callconv.py:162(MinimalCallConv)
        1    0.000    0.000    0.000    0.000 callconv.py:288(_MinimalCallHelper)
        1    0.000    0.000    0.000    0.000 callconv.py:326(CPUCallConv)
        1    0.000    0.000    0.001    0.001 callconv.py:353(set_static_user_exc)
        1    0.000    0.000    0.002    0.002 callconv.py:385(return_user_exc)
        5    0.000    0.000    0.000    0.000 callconv.py:39(_const_int)
        1    0.000    0.000    0.001    0.001 callconv.py:399(_get_try_state)
        1    0.000    0.000    0.001    0.001 callconv.py:409(check_try_status)
        1    0.000    0.000    0.000    0.000 callconv.py:447(_return_errcode_raw)
        1    0.000    0.000    0.000    0.000 callconv.py:478(get_function_type)
        2    0.000    0.000    0.000    0.000 callconv.py:544(_get_excinfo_argument)
        1    0.000    0.000    0.000    0.000 callconv.py:55(BaseCallConv)
        1    0.000    0.000    0.000    0.000 callconv.py:57(__init__)
        1    0.000    0.000    0.000    0.000 callconv.py:589(ErrorModel)
        1    0.000    0.000    0.000    0.000 callconv.py:603(PythonErrorModel)
        1    0.000    0.000    0.000    0.000 callconv.py:610(NumpyErrorModel)
        1    0.000    0.000    0.000    0.000 callconv.py:98(get_return_type)
        1    0.000    0.000    0.000    0.000 callwrapper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 callwrapper.py:7(_ArgManager)
        1    0.000    0.000    0.000    0.000 callwrapper.py:74(_GilManager)
        1    0.000    0.000    0.000    0.000 callwrapper.py:91(PyCallWrapper)
        1    0.000    0.000    0.002    0.002 case.py:1(<module>)
       10    0.000    0.000    0.000    0.000 case.py:1405(_deprecate)
        1    0.000    0.000    0.000    0.000 case.py:1427(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 case.py:1485(_SubTest)
        1    0.000    0.000    0.000    0.000 case.py:157(_BaseTestCaseContext)
        1    0.000    0.000    0.000    0.000 case.py:166(_AssertRaisesBaseContext)
        1    0.000    0.000    0.000    0.000 case.py:208(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 case.py:245(_AssertWarnsContext)
        1    0.000    0.000    0.000    0.000 case.py:26(SkipTest)
        1    0.000    0.000    0.000    0.000 case.py:302(_CapturingHandler)
        1    0.000    0.000    0.000    0.000 case.py:321(_AssertLogsContext)
        1    0.000    0.000    0.000    0.000 case.py:34(_ShouldStop)
        1    0.000    0.000    0.000    0.000 case.py:365(_OrderedChainMap)
        1    0.000    0.000    0.000    0.000 case.py:375(TestCase)
        1    0.000    0.000    0.000    0.000 case.py:39(_UnexpectedSuccess)
        1    0.000    0.000    0.000    0.000 case.py:45(_Outcome)
        1    0.000    0.000    0.000    0.000 castgraph.py:1(<module>)
       40    0.000    0.000    0.018    0.000 castgraph.py:119(insert_rule)
        8    0.000    0.000    0.001    0.000 castgraph.py:125(promote)
       11    0.000    0.000    0.004    0.000 castgraph.py:128(safe)
       21    0.000    0.000    0.012    0.001 castgraph.py:131(unsafe)
        1    0.000    0.000    0.000    0.000 castgraph.py:30(CastSet)
       14    0.000    0.000    0.000    0.000 castgraph.py:36(__init__)
     2032    0.001    0.000    0.005    0.000 castgraph.py:39(insert)
     2032    0.001    0.000    0.002    0.000 castgraph.py:48(get)
        1    0.000    0.000    0.000    0.000 castgraph.py:6(Conversion)
       40    0.000    0.000    0.000    0.000 castgraph.py:62(__iter__)
     2044    0.001    0.000    0.002    0.000 castgraph.py:65(__getitem__)
        1    0.000    0.000    0.000    0.000 castgraph.py:69(TypeGraph)
        1    0.000    0.000    0.000    0.000 castgraph.py:76(__init__)
       40    0.004    0.000    0.017    0.000 castgraph.py:92(propagate)
        1    0.000    0.000    0.001    0.001 ccallback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ccallback.py:16(_CFuncCompiler)
        1    0.000    0.000    0.000    0.000 ccallback.py:32(CFunc)
        1    0.000    0.000    0.004    0.004 cgutils.py:1(<module>)
        5    0.000    0.000    0.000    0.000 cgutils.py:1120(normalize_ir_text)
        1    0.000    0.000    0.000    0.000 cgutils.py:223(ValueStructProxy)
        1    0.000    0.000    0.000    0.000 cgutils.py:238(DataStructProxy)
        1    0.000    0.000    0.000    0.000 cgutils.py:254(Structure)
        1    0.000    0.000    0.001    0.001 cgutils.py:362(alloca_once)
        2    0.000    0.000    0.000    0.000 cgutils.py:419(get_null_value)
        3    0.000    0.000    0.000    0.000 cgutils.py:433(if_unlikely)
        2    0.000    0.000    0.000    0.000 cgutils.py:44(make_bytearray)
        6    0.000    0.000    0.000    0.000 cgutils.py:56(create_struct_proxy)
        1    0.000    0.000    0.000    0.000 cgutils.py:655(unpack_tuple)
        1    0.000    0.000    0.000    0.000 cgutils.py:662(<listcomp>)
        1    0.000    0.000    0.000    0.000 cgutils.py:873(gep)
        1    0.000    0.000    0.000    0.000 cgutils.py:90(_StructProxy)
        3    0.000    0.000    0.000    0.000 cgutils.py:930(global_constant)
        1    0.000    0.000    0.004    0.004 charseq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.001    0.001 charset.py:6(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1982(Chebyshev)
        1    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        1    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
       30    0.000    0.000    0.000    0.000 codecs.py:319(decode)
        1    0.000    0.000    0.009    0.009 codegen.py:1(<module>)
        1    0.000    0.000    0.000    0.000 codegen.py:1003(scan_defined_symbols)
        1    0.000    0.000    0.000    0.000 codegen.py:1011(resolve)
        1    0.000    0.000    0.000    0.000 codegen.py:1016(<listcomp>)
        4    0.000    0.000    0.000    0.000 codegen.py:1029(_proxy)
        5    0.000    0.000    0.010    0.002 codegen.py:1030(wrapper)
        1    0.000    0.000    0.000    0.000 codegen.py:1036(JitEngine)
        1    0.000    0.000    0.000    0.000 codegen.py:1041(__init__)
        3    0.000    0.000    0.000    0.000 codegen.py:1054(is_symbol_defined)
        1    0.000    0.000    0.000    0.000 codegen.py:1059(_load_defined_symbols)
        2    0.000    0.000    0.000    0.000 codegen.py:1063(<setcomp>)
        1    0.000    0.000    0.000    0.000 codegen.py:1066(add_module)
        1    0.000    0.000    0.000    0.000 codegen.py:1090(BaseCPUCodegen)
        1    0.000    0.000    0.004    0.004 codegen.py:1092(__init__)
        1    0.000    0.000    0.004    0.004 codegen.py:1102(_init)
        3    0.000    0.000    0.000    0.000 codegen.py:1128(_create_empty_module)
        1    0.000    0.000    0.000    0.000 codegen.py:1142(create_library)
        2    0.000    0.000    0.003    0.001 codegen.py:1152(_module_pass_manager)
        1    0.000    0.000    0.000    0.000 codegen.py:1172(_function_pass_manager)
        3    0.000    0.000    0.000    0.000 codegen.py:1181(_pass_manager_builder)
        1    0.000    0.000    0.000    0.000 codegen.py:1201(_check_llvm_bugs)
        1    0.000    0.000    0.000    0.000 codegen.py:1238(_scan_and_fix_unresolved_refs)
        1    0.000    0.000    0.000    0.000 codegen.py:1255(_get_host_cpu_name)
        1    0.000    0.000    0.000    0.000 codegen.py:1260(_get_host_cpu_features)
        1    0.000    0.000    0.000    0.000 codegen.py:1265(AOTCPUCodegen)
        1    0.000    0.000    0.000    0.000 codegen.py:1296(JITCPUCodegen)
        1    0.000    0.000    0.000    0.000 codegen.py:1303(_customize_tm_options)
        1    0.000    0.000    0.000    0.000 codegen.py:1330(_customize_tm_features)
        1    0.000    0.000    0.000    0.000 codegen.py:1334(_add_module)
        1    0.000    0.000    0.000    0.000 codegen.py:1352(initialize_llvm)
        1    0.000    0.000    0.000    0.000 codegen.py:1360(get_host_cpu_features)
        3    0.000    0.000    0.000    0.000 codegen.py:32(_parse_refprune_flags)
        1    0.000    0.000    0.000    0.000 codegen.py:518(CodeLibrary)
        1    0.000    0.000    0.000    0.000 codegen.py:529(__init__)
        3    0.000    0.000    0.000    0.000 codegen.py:561(_raise_if_finalized)
        3    0.000    0.000    0.000    0.000 codegen.py:566(_ensure_finalized)
        1    0.000    0.000    0.002    0.002 codegen.py:570(_optimize_functions)
        1    0.000    0.000    0.006    0.006 codegen.py:586(_optimize_final_module)
        1    0.000    0.000    0.000    0.000 codegen.py:638(create_ir_module)
        1    0.000    0.000    0.005    0.005 codegen.py:654(add_ir_module)
        1    0.000    0.000    0.003    0.003 codegen.py:666(add_llvm_module)
        1    0.000    0.000    0.017    0.017 codegen.py:673(finalize)
        1    0.000    0.000    0.000    0.000 codegen.py:706(_finalize_dynamic_globals)
        1    0.000    0.000    0.000    0.000 codegen.py:712(_verify_declare_only_symbols)
        1    0.000    0.000    0.011    0.011 codegen.py:720(_finalize_final_module)
        1    0.000    0.000    0.000    0.000 codegen.py:83(_CFG)
        2    0.000    0.000    0.000    0.000 codegen.py:851(_object_compiled_hook)
        2    0.000    0.000    0.000    0.000 codegen.py:864(_object_getbuffer_hook)
        1    0.000    0.000    0.000    0.000 codegen.py:919(AOTCodeLibrary)
        1    0.000    0.000    0.000    0.000 codegen.py:944(JITCodeLibrary)
        3    0.000    0.000    0.000    0.000 codegen.py:946(get_pointer_to_function)
        1    0.000    0.000    0.011    0.011 codegen.py:967(_finalize_specific)
        1    0.000    0.000    0.000    0.000 codegen.py:973(RuntimeLinker)
        1    0.000    0.000    0.000    0.000 codegen.py:979(__init__)
        1    0.000    0.000    0.000    0.000 codegen.py:984(scan_unresolved_symbols)
        2    0.000    0.000    0.000    0.000 common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 common.py:14(SimpleIterableType)
        1    0.000    0.000    0.000    0.000 common.py:25(SimpleIteratorType)
       80    0.000    0.000    0.000    0.000 common.py:27(_is_shutting_down)
        1    0.000    0.000    0.000    0.000 common.py:36(Buffer)
      329    0.000    0.000    0.000    0.000 common.py:4(_encode_string)
        2    0.000    0.000    0.000    0.000 common.py:48(__init__)
        1    0.000    0.000    0.000    0.000 common.py:8(Opaque)
        1    0.000    0.000    0.000    0.000 common.py:89(key)
       44    0.000    0.000    0.000    0.000 common.py:9(_decode_string)
        1    0.000    0.000    0.071    0.071 compiler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compiler.py:237(_CompileStatus)
        1    0.000    0.000    0.000    0.000 compiler.py:254(_EarlyPipelineCompletion)
        1    0.000    0.000    0.000    0.000 compiler.py:263(StateDict)
        1    0.000    0.000    0.000    0.000 compiler.py:300(CompilerBase)
        1    0.000    0.000    0.000    0.000 compiler.py:37(Flags)
        1    0.000    0.000    0.000    0.000 compiler.py:425(Compiler)
        1    0.000    0.000    0.000    0.000 compiler.py:441(DefaultPassBuilder)
        1    0.000    0.000    0.000    0.000 compiler.py:97(CompileResult)
        1    0.000    0.000    0.000    0.000 compiler_lock.py:1(<module>)
        2    0.000    0.000    0.000    0.000 compiler_lock.py:11(acquire)
        2    0.000    0.000    0.000    0.000 compiler_lock.py:15(release)
        2    0.000    0.000    0.000    0.000 compiler_lock.py:19(__enter__)
        2    0.000    0.000    0.000    0.000 compiler_lock.py:22(__exit__)
        1    0.000    0.000    0.000    0.000 compiler_lock.py:25(is_locked)
        7    0.000    0.000    0.000    0.000 compiler_lock.py:31(__call__)
      2/1    0.000    0.000    0.039    0.039 compiler_lock.py:32(_acquire_compile_lock)
        1    0.000    0.000    0.000    0.000 compiler_lock.py:52(require_global_compiler_lock)
        1    0.000    0.000    0.000    0.000 compiler_lock.py:7(_CompilerLock)
        1    0.000    0.000    0.000    0.000 compiler_lock.py:8(__init__)
        1    0.000    0.000    0.000    0.000 compiler_machinery.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compiler_machinery.py:106(FunctionPass)
        1    0.000    0.000    0.000    0.000 compiler_machinery.py:112(AnalysisPass)
        1    0.000    0.000    0.000    0.000 compiler_machinery.py:118(LoweringPass)
        1    0.000    0.000    0.000    0.000 compiler_machinery.py:124(AnalysisUsage)
        1    0.000    0.000    0.000    0.000 compiler_machinery.py:15(SimpleTimer)
        1    0.000    0.000    0.000    0.000 compiler_machinery.py:159(PassManager)
        1    0.000    0.000    0.000    0.000 compiler_machinery.py:28(CompilerPass)
       37    0.000    0.000    0.000    0.000 compiler_machinery.py:32(__init__)
       37    0.000    0.000    0.000    0.000 compiler_machinery.py:37(name)
        1    0.000    0.000    0.000    0.000 compiler_machinery.py:380(PassRegistry)
       37    0.000    0.000    0.000    0.000 compiler_machinery.py:389(register)
       37    0.000    0.000    0.000    0.000 compiler_machinery.py:390(make_festive)
       37    0.000    0.000    0.000    0.000 compiler_machinery.py:400(is_registered)
       37    0.000    0.000    0.000    0.000 compiler_machinery.py:407(_does_pass_name_alias)
        1    0.000    0.000    0.258    0.258 config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 config.py:111(process_environ)
       63    0.000    0.000    0.000    0.000 config.py:112(_readenv)
        1    0.000    0.000    0.000    0.000 config.py:278(avx_default)
        1    0.000    0.000    0.000    0.000 config.py:45(_os_supports_avx)
        1    0.000    0.000    0.000    0.000 config.py:71(_EnvReloader)
        1    0.000    0.000    0.001    0.001 config.py:73(__init__)
        1    0.000    0.000    0.001    0.001 config.py:76(reset)
        1    0.000    0.000    0.001    0.001 config.py:80(update)
        1    0.000    0.000    0.000    0.000 constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 constants.py:24(_SendfileMode)
        1    0.000    0.000    0.000    0.000 consts.py:1(<module>)
        1    0.000    0.000    0.000    0.000 consts.py:9(ConstantInference)
        1    0.000    0.000    0.011    0.011 containers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 containers.py:106(ByteArray)
        1    0.000    0.000    0.000    0.000 containers.py:114(PyArray)
        1    0.000    0.000    0.000    0.000 containers.py:122(MemoryView)
        1    0.000    0.000    0.000    0.000 containers.py:139(BaseTuple)
        1    0.000    0.000    0.000    0.000 containers.py:179(BaseAnonymousTuple)
        1    0.000    0.000    0.000    0.000 containers.py:206(_HomogeneousTuple)
        1    0.000    0.000    0.000    0.000 containers.py:228(UniTuple)
        4    0.000    0.000    0.000    0.000 containers.py:233(__init__)
        4    0.000    0.000    0.000    0.000 containers.py:243(key)
        1    0.000    0.000    0.000    0.000 containers.py:260(UniTupleIter)
        1    0.000    0.000    0.000    0.000 containers.py:268(_HeterogeneousTuple)
        1    0.000    0.000    0.000    0.000 containers.py:289(UnionType)
        1    0.000    0.000    0.000    0.000 containers.py:29(Pair)
        1    0.000    0.000    0.000    0.000 containers.py:299(Tuple)
        1    0.000    0.000    0.000    0.000 containers.py:345(_StarArgTupleMixin)
        1    0.000    0.000    0.000    0.000 containers.py:355(StarArgTuple)
        1    0.000    0.000    0.000    0.000 containers.py:368(StarArgUniTuple)
        1    0.000    0.000    0.000    0.000 containers.py:373(BaseNamedTuple)
        1    0.000    0.000    0.000    0.000 containers.py:377(NamedUniTuple)
        1    0.000    0.000    0.000    0.000 containers.py:395(NamedTuple)
        1    0.000    0.000    0.000    0.000 containers.py:411(List)
        1    0.000    0.000    0.000    0.000 containers.py:471(LiteralList)
        1    0.000    0.000    0.000    0.000 containers.py:52(BaseContainerIterator)
        1    0.000    0.000    0.000    0.000 containers.py:524(ListIter)
        1    0.000    0.000    0.000    0.000 containers.py:532(ListPayload)
        1    0.000    0.000    0.000    0.000 containers.py:540(Set)
        1    0.000    0.000    0.000    0.000 containers.py:581(SetIter)
        1    0.000    0.000    0.000    0.000 containers.py:589(SetPayload)
        1    0.000    0.000    0.000    0.000 containers.py:597(SetEntry)
        1    0.000    0.000    0.000    0.000 containers.py:612(ListType)
        1    0.000    0.000    0.000    0.000 containers.py:659(ListTypeIterableType)
        1    0.000    0.000    0.000    0.000 containers.py:672(ListTypeIteratorType)
        1    0.000    0.000    0.000    0.000 containers.py:689(DictType)
        1    0.000    0.000    0.000    0.000 containers.py:764(LiteralStrKeyDict)
        1    0.000    0.000    0.000    0.000 containers.py:78(BaseContainerPayload)
        1    0.000    0.000    0.000    0.000 containers.py:816(DictItemsIterableType)
        1    0.000    0.000    0.000    0.000 containers.py:830(DictKeysIterableType)
        1    0.000    0.000    0.000    0.000 containers.py:844(DictValuesIterableType)
        1    0.000    0.000    0.000    0.000 containers.py:858(DictIteratorType)
        1    0.000    0.000    0.000    0.000 containers.py:869(StructRef)
        1    0.000    0.000    0.000    0.000 containers.py:929(StructRefPayload)
        1    0.000    0.000    0.000    0.000 containers.py:96(Bytes)
        4    0.000    0.000    0.038    0.010 context.py:1(<module>)
        1    0.000    0.000    0.000    0.000 context.py:103(CallFrame)
        1    0.000    0.000    0.000    0.000 context.py:12(ContextRef)
        1    0.000    0.000    0.000    0.000 context.py:129(BaseContext)
        4    0.000    0.000    0.000    0.000 context.py:13(__init__)
        1    0.000    0.000    0.000    0.000 context.py:133(__init__)
        1    0.000    0.000    0.000    0.000 context.py:14(ProcessError)
        1    0.000    0.000    0.000    0.000 context.py:146(init)
        1    0.000    0.000    0.000    0.000 context.py:17(BufferTooShort)
        1    0.000    0.000    0.000    0.000 context.py:18(Rating)
        1    0.000    0.000    0.000    0.000 context.py:20(GlobalContextRef)
        1    0.000    0.000    0.000    0.000 context.py:20(TimeoutError)
        1    0.000    0.000    0.000    0.000 context.py:203(reducer)
        2    0.000    0.000    0.000    0.000 context.py:21(_dispose)
        1    0.000    0.000    0.000    0.000 context.py:220(Process)
        1    0.000    0.000    0.000    0.000 context.py:226(DefaultContext)
        1    0.000    0.000    0.000    0.000 context.py:229(__init__)
        1    0.000    0.000    0.000    0.000 context.py:23(AuthenticationError)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        1    0.000    0.000    0.000    0.000 context.py:322(SpawnProcess)
        1    0.000    0.000    0.000    0.000 context.py:329(SpawnContext)
        1    0.000    0.000    0.000    0.000 context.py:41(cpu_count)
        1    0.000    0.000    0.000    0.000 context.py:42(CallStack)
       38    0.000    0.000    0.000    0.000 context.py:459(_insert_global)
        1    0.000    0.000    0.000    0.000 context.py:47(__init__)
       38    0.000    0.000    0.000    0.000 context.py:484(insert_global)
        1    0.000    0.000    0.000    0.000 context.py:5(Context)
        1    0.000    0.000    0.000    0.000 context.py:6(__init__)
        1    0.000    0.000    0.000    0.000 context.py:688(Context)
        4    0.000    0.000    0.000    0.000 context.py:8(get_global_context)
    19/15    0.000    0.000    0.000    0.000 contextlib.py:108(__enter__)
    19/15    0.000    0.000    0.000    0.000 contextlib.py:117(__exit__)
       42    0.000    0.000    0.000    0.000 contextlib.py:211(contextmanager)
       19    0.000    0.000    0.000    0.000 contextlib.py:238(helper)
        1    0.000    0.000    0.000    0.000 contextlib.py:59(_recreate_cm)
        1    0.000    0.000    0.000    0.000 contextlib.py:71(__call__)
        1    0.000    0.000    0.000    0.000 contextlib.py:72(inner)
       19    0.000    0.000    0.000    0.000 contextlib.py:82(__init__)
        1    0.000    0.000    0.000    0.000 contextvars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 controlflow.py:1(<module>)
        1    0.000    0.000    0.000    0.000 controlflow.py:14(CFBlock)
        1    0.000    0.000    0.000    0.000 controlflow.py:37(Loop)
        1    0.000    0.000    0.000    0.000 controlflow.py:57(_DictOfContainers)
        1    0.000    0.000    0.000    0.000 controlflow.py:721(ControlFlowAnalysis)
        1    0.000    0.000    0.000    0.000 controlflow.py:82(CFGraph)
        1    0.000    0.000    0.001    0.001 copy.py:1(<module>)
      471    0.001    0.000    0.001    0.000 copy.py:258(_reconstruct)
        1    0.000    0.000    0.000    0.000 copy.py:55(Error)
      471    0.001    0.000    0.003    0.000 copy.py:66(copy)
        2    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
      471    0.000    0.000    0.000    0.000 copyreg.py:90(__newobj__)
       17    0.000    0.000    0.000    0.000 copyreg.py:99(_slotnames)
        2    0.000    0.000    0.002    0.001 core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:102(Constant)
        1    0.000    0.000    0.000    0.000 core.py:1126(_DomainedBinaryOperation)
        6    0.000    0.000    0.000    0.000 core.py:1147(__init__)
        4    0.000    0.000    0.000    0.000 core.py:115(doc_note)
        1    0.000    0.000    0.000    0.000 core.py:1284(_replace_dtype_fields_recursive)
        1    0.000    0.000    0.000    0.000 core.py:1316(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 core.py:1330(make_mask_descr)
        3    0.000    0.000    0.000    0.000 core.py:1363(getmask)
       44    0.000    0.000    0.000    0.000 core.py:138(get_object_signature)
        1    0.000    0.000    0.000    0.000 core.py:155(MAError)
        1    0.000    0.000    0.000    0.000 core.py:159(Module)
       24    0.000    0.000    0.000    0.000 core.py:16(_icmp_get)
        3    0.000    0.000    0.000    0.000 core.py:161(get_or_insert_function)
        1    0.000    0.000    0.000    0.000 core.py:163(MaskError)
        1    0.000    0.000    0.000    0.000 core.py:170(add_function)
        3    0.000    0.000    0.000    0.000 core.py:173(add_global_variable)
        1    0.000    0.000    0.000    0.000 core.py:190(Function)
        1    0.000    0.000    0.000    0.000 core.py:197(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:198(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:201(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:202(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:238(Builder)
        1    0.000    0.000    0.000    0.000 core.py:2383(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 core.py:2389(__init__)
        1    0.000    0.000    0.000    0.000 core.py:253(MetaDataString)
        7    0.000    0.000    0.000    0.000 core.py:2555(_arraymethod)
        1    0.000    0.000    0.000    0.000 core.py:259(MetaData)
        1    0.000    0.000    0.000    0.000 core.py:2600(MaskedIterator)
        1    0.000    0.000    0.000    0.000 core.py:265(InlineAsm)
        1    0.000    0.000    0.000    0.000 core.py:2708(MaskedArray)
        1    0.000    0.000    0.000    0.000 core.py:2819(__new__)
        2    0.000    0.000    0.000    0.000 core.py:2949(_update_from)
        2    0.000    0.000    0.000    0.000 core.py:2975(__array_finalize__)
        1    0.000    0.000    0.000    0.000 core.py:3124(view)
        4    0.000    0.000    0.000    0.000 core.py:3406(dtype)
        2    0.000    0.000    0.000    0.000 core.py:3422(shape)
        1    0.000    0.000    0.000    0.000 core.py:6234(mvoid)
        1    0.000    0.000    0.000    0.000 core.py:64(Type)
        1    0.000    0.000    0.000    0.000 core.py:6429(MaskedConstant)
        4    0.000    0.000    0.000    0.000 core.py:6433(__has_singleton)
        1    0.000    0.000    0.000    0.000 core.py:6439(__new__)
        1    0.000    0.000    0.000    0.000 core.py:6457(__array_finalize__)
        6    0.000    0.000    0.000    0.000 core.py:65(int)
        2    0.000    0.000    0.000    0.000 core.py:6532(__setattr__)
        1    0.000    0.000    0.000    0.000 core.py:6624(_extrema_operation)
        2    0.000    0.000    0.000    0.000 core.py:6633(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6739(_frommethod)
